"row_id","rep","fold"
1,1,4
3,1,3
7,1,4
8,1,5
10,1,5
11,1,2
12,1,3
13,1,3
14,1,1
15,1,2
17,1,4
18,1,1
19,1,3
22,1,5
23,1,2
24,1,2
25,1,4
26,1,5
27,1,5
30,1,4
34,1,1
35,1,4
36,1,2
38,1,5
39,1,3
40,1,4
41,1,1
42,1,3
44,1,3
45,1,5
46,1,4
49,1,4
50,1,3
55,1,2
56,1,4
57,1,5
58,1,5
59,1,4
61,1,2
62,1,5
64,1,1
67,1,5
70,1,2
72,1,1
73,1,1
74,1,3
76,1,4
77,1,1
78,1,2
79,1,1
80,1,3
81,1,3
82,1,1
83,1,4
84,1,5
86,1,3
88,1,3
89,1,3
90,1,2
92,1,2
93,1,2
94,1,1
95,1,4
97,1,5
100,1,4
101,1,1
102,1,3
103,1,3
105,1,3
106,1,4
107,1,4
108,1,4
109,1,5
110,1,5
111,1,1
112,1,3
115,1,1
116,1,1
117,1,1
118,1,4
120,1,3
121,1,5
122,1,3
123,1,5
125,1,1
126,1,2
127,1,2
128,1,1
129,1,4
130,1,2
131,1,2
132,1,4
135,1,5
137,1,4
138,1,1
139,1,5
141,1,2
143,1,3
144,1,1
147,1,2
149,1,2
150,1,5
152,1,4
153,1,5
154,1,2
155,1,1
156,1,2
159,1,3
161,1,4
162,1,3
163,1,5
164,1,1
165,1,4
167,1,3
168,1,5
169,1,1
170,1,1
171,1,4
174,1,5
177,1,3
178,1,5
179,1,5
180,1,4
181,1,3
183,1,2
184,1,1
186,1,2
187,1,4
188,1,4
189,1,4
192,1,2
193,1,4
195,1,2
196,1,2
199,1,1
200,1,3
201,1,2
203,1,3
204,1,3
205,1,4
206,1,4
207,1,1
208,1,1
210,1,4
211,1,5
212,1,5
215,1,2
217,1,2
218,1,4
219,1,3
220,1,3
221,1,4
222,1,4
224,1,4
225,1,3
228,1,1
230,1,4
231,1,5
232,1,2
233,1,3
235,1,3
236,1,1
237,1,5
238,1,5
240,1,2
241,1,3
242,1,1
243,1,4
244,1,2
245,1,3
246,1,5
247,1,4
249,1,1
250,1,4
251,1,4
254,1,4
258,1,1
259,1,2
260,1,5
263,1,3
266,1,4
267,1,2
269,1,3
270,1,5
272,1,3
275,1,2
278,1,5
279,1,1
280,1,3
281,1,3
282,1,2
283,1,3
284,1,3
286,1,1
287,1,4
288,1,1
289,1,1
291,1,1
292,1,5
294,1,3
295,1,2
296,1,2
297,1,1
298,1,2
299,1,3
303,1,2
304,1,4
305,1,5
306,1,3
308,1,4
310,1,4
312,1,2
313,1,5
314,1,4
316,1,1
318,1,4
321,1,3
322,1,3
323,1,5
325,1,2
327,1,5
328,1,5
329,1,3
330,1,2
334,1,2
336,1,3
337,1,2
338,1,5
339,1,3
340,1,5
342,1,4
343,1,4
345,1,3
347,1,4
348,1,2
349,1,4
351,1,4
352,1,3
353,1,2
354,1,4
357,1,5
358,1,3
360,1,1
362,1,5
363,1,4
364,1,1
365,1,2
366,1,4
367,1,3
368,1,1
369,1,5
370,1,3
371,1,5
373,1,1
374,1,1
376,1,4
379,1,4
381,1,1
382,1,1
383,1,1
384,1,5
386,1,5
388,1,3
392,1,1
394,1,5
397,1,3
398,1,3
399,1,4
400,1,4
401,1,5
402,1,2
403,1,5
404,1,4
405,1,4
406,1,1
407,1,2
408,1,4
409,1,2
410,1,5
412,1,1
413,1,3
414,1,3
417,1,3
418,1,3
419,1,3
420,1,5
421,1,3
422,1,4
423,1,2
427,1,1
428,1,4
429,1,5
432,1,2
433,1,1
434,1,4
435,1,2
436,1,4
438,1,4
439,1,1
440,1,5
441,1,3
442,1,3
443,1,2
445,1,3
447,1,2
448,1,5
449,1,4
451,1,4
452,1,2
453,1,5
454,1,3
455,1,5
457,1,2
458,1,1
459,1,3
460,1,1
461,1,4
462,1,2
463,1,2
465,1,2
466,1,1
467,1,3
469,1,3
470,1,5
471,1,1
472,1,1
473,1,2
474,1,1
475,1,5
476,1,3
477,1,1
478,1,1
479,1,2
480,1,4
484,1,5
485,1,2
486,1,4
487,1,1
490,1,4
491,1,3
492,1,4
493,1,5
494,1,4
496,1,2
497,1,3
498,1,5
500,1,4
501,1,1
504,1,5
505,1,1
506,1,2
509,1,1
510,1,5
512,1,5
513,1,5
514,1,2
515,1,1
516,1,4
517,1,5
518,1,1
519,1,1
520,1,5
521,1,5
522,1,2
523,1,4
524,1,3
525,1,4
526,1,2
528,1,1
