@relation 'dataSTR'
@attribute 'row_id' numeric
@attribute 'fold' numeric
@data
7,1
8,1
11,1
19,1
21,1
24,1
36,1
40,1
42,1
44,1
45,1
47,1
60,1
63,1
79,1
83,1
90,1
95,1
121,1
127,1
132,1
133,1
135,1
141,1
147,1
148,1
149,1
184,1
185,1
188,1
189,1
193,1
210,1
215,1
217,1
223,1
232,1
238,1
244,1
251,1
255,1
256,1
258,1
259,1
270,1
275,1
276,1
278,1
279,1
282,1
284,1
288,1
289,1
291,1
302,1
305,1
310,1
311,1
316,1
324,1
330,1
334,1
335,1
360,1
378,1
387,1
408,1
413,1
414,1
427,1
432,1
440,1
442,1
455,1
458,1
460,1
461,1
462,1
465,1
480,1
501,1
502,1
506,1
508,1
510,1
526,1
535,1
540,1
544,1
2,2
31,2
32,2
35,2
46,2
52,2
54,2
56,2
58,2
62,2
66,2
77,2
82,2
84,2
91,2
93,2
94,2
99,2
104,2
110,2
112,2
113,2
116,2
117,2
122,2
126,2
129,2
130,2
136,2
145,2
152,2
157,2
160,2
163,2
178,2
183,2
186,2
194,2
203,2
204,2
206,2
211,2
212,2
214,2
216,2
218,2
273,2
274,2
277,2
280,2
283,2
308,2
309,2
314,2
323,2
325,2
333,2
336,2
337,2
341,2
342,2
344,2
345,2
350,2
355,2
359,2
367,2
372,2
374,2
376,2
390,2
391,2
406,2
424,2
429,2
430,2
439,2
451,2
454,2
459,2
466,2
479,2
481,2
482,2
486,2
493,2
498,2
513,2
519,2
1,3
10,3
14,3
17,3
34,3
41,3
49,3
51,3
65,3
68,3
70,3
74,3
81,3
98,3
102,3
103,3
109,3
120,3
137,3
156,3
159,3
161,3
164,3
170,3
171,3
180,3
196,3
213,3
229,3
230,3
237,3
239,3
241,3
242,3
243,3
245,3
246,3
247,3
248,3
249,3
260,3
268,3
272,3
281,3
293,3
296,3
301,3
318,3
346,3
349,3
352,3
358,3
363,3
364,3
370,3
375,3
380,3
384,3
392,3
394,3
403,3
411,3
415,3
418,3
420,3
422,3
423,3
425,3
428,3
436,3
441,3
457,3
464,3
477,3
484,3
490,3
491,3
492,3
496,3
497,3
514,3
515,3
516,3
520,3
521,3
522,3
523,3
532,3
537,3
12,4
15,4
16,4
25,4
26,4
28,4
39,4
53,4
59,4
61,4
71,4
72,4
76,4
92,4
97,4
106,4
111,4
123,4
128,4
142,4
150,4
155,4
168,4
169,4
175,4
176,4
192,4
195,4
197,4
200,4
202,4
208,4
219,4
227,4
228,4
240,4
252,4
265,4
285,4
295,4
299,4
303,4
306,4
312,4
317,4
354,4
366,4
369,4
373,4
377,4
381,4
383,4
385,4
388,4
389,4
396,4
398,4
400,4
401,4
402,4
419,4
426,4
431,4
438,4
443,4
446,4
448,4
450,4
452,4
456,4
463,4
467,4
468,4
470,4
485,4
488,4
495,4
499,4
504,4
507,4
517,4
524,4
531,4
533,4
536,4
539,4
541,4
543,4
546,4
3,5
5,5
6,5
9,5
13,5
18,5
23,5
30,5
33,5
48,5
50,5
57,5
64,5
69,5
73,5
75,5
78,5
85,5
87,5
88,5
96,5
115,5
118,5
119,5
134,5
138,5
139,5
143,5
144,5
146,5
153,5
154,5
158,5
162,5
165,5
166,5
174,5
177,5
190,5
199,5
207,5
209,5
224,5
226,5
235,5
236,5
250,5
253,5
261,5
262,5
267,5
269,5
294,5
304,5
307,5
321,5
326,5
327,5
332,5
339,5
348,5
353,5
356,5
357,5
368,5
371,5
379,5
397,5
404,5
410,5
416,5
421,5
433,5
453,5
469,5
471,5
472,5
473,5
474,5
475,5
476,5
505,5
509,5
512,5
525,5
529,5
534,5
538,5
545,5
4,1
22,1
38,1
86,1
100,1
124,1
151,1
201,1
220,1
225,1
231,1
263,1
264,1
271,1
292,1
298,1
331,1
347,1
361,1
362,1
407,1
27,2
29,2
105,2
172,2
179,2
182,2
222,2
290,2
297,2
322,2
338,2
351,2
393,2
435,2
444,2
447,2
483,2
487,2
489,2
530,2
20,3
43,3
55,3
89,3
131,3
173,3
187,3
198,3
234,3
254,3
287,3
300,3
365,3
405,3
437,3
449,3
494,3
500,3
511,3
542,3
67,4
101,4
114,4
125,4
181,4
191,4
221,4
233,4
257,4
266,4
315,4
320,4
328,4
329,4
343,4
386,4
399,4
412,4
434,4
527,4
37,5
80,5
107,5
108,5
140,5
167,5
205,5
286,5
313,5
319,5
340,5
382,5
395,5
409,5
417,5
445,5
478,5
503,5
518,5
528,5
