"row_id","fold"
1,1
2,1
12,1
17,1
25,1
29,1
47,1
54,1
66,1
74,1
101,1
110,1
124,1
144,1
146,1
148,1
154,1
163,1
169,1
183,1
186,1
188,1
191,1
193,1
194,1
196,1
198,1
200,1
201,1
202,1
213,1
214,1
216,1
219,1
229,1
230,1
237,1
238,1
240,1
242,1
245,1
247,1
251,1
265,1
268,1
271,1
275,1
279,1
284,1
285,1
286,1
289,1
302,1
310,1
312,1
317,1
325,1
326,1
340,1
348,1
354,1
358,1
363,1
366,1
367,1
370,1
374,1
378,1
396,1
397,1
400,1
401,1
411,1
419,1
427,1
440,1
450,1
458,1
461,1
462,1
469,1
474,1
480,1
482,1
485,1
514,1
515,1
519,1
522,1
530,1
536,1
568,1
581,1
583,1
590,1
595,1
603,1
611,1
620,1
634,1
641,1
642,1
643,1
651,1
660,1
664,1
676,1
677,1
691,1
700,1
701,1
711,1
713,1
719,1
722,1
733,1
742,1
744,1
750,1
752,1
763,1
779,1
782,1
786,1
789,1
790,1
792,1
794,1
798,1
804,1
810,1
811,1
816,1
817,1
821,1
822,1
829,1
833,1
836,1
841,1
848,1
849,1
855,1
859,1
861,1
4,2
13,2
18,2
19,2
32,2
46,2
51,2
55,2
56,2
58,2
59,2
82,2
84,2
95,2
102,2
106,2
107,2
120,2
128,2
132,2
140,2
141,2
147,2
149,2
153,2
156,2
173,2
181,2
185,2
204,2
211,2
212,2
215,2
220,2
222,2
223,2
234,2
235,2
236,2
239,2
243,2
259,2
260,2
261,2
263,2
266,2
267,2
276,2
282,2
288,2
290,2
295,2
297,2
306,2
311,2
318,2
319,2
329,2
331,2
337,2
353,2
361,2
364,2
375,2
376,2
379,2
386,2
389,2
390,2
393,2
399,2
403,2
409,2
410,2
426,2
432,2
438,2
441,2
446,2
449,2
452,2
457,2
464,2
465,2
489,2
491,2
497,2
507,2
511,2
521,2
533,2
538,2
554,2
557,2
569,2
575,2
576,2
577,2
591,2
592,2
594,2
601,2
602,2
612,2
614,2
618,2
619,2
622,2
635,2
637,2
639,2
640,2
649,2
668,2
669,2
687,2
690,2
702,2
712,2
715,2
726,2
730,2
731,2
732,2
743,2
757,2
758,2
760,2
761,2
767,2
772,2
773,2
777,2
787,2
796,2
797,2
800,2
802,2
818,2
824,2
826,2
832,2
858,2
860,2
862,2
6,3
14,3
38,3
41,3
60,3
62,3
64,3
69,3
72,3
79,3
88,3
89,3
100,3
108,3
111,3
114,3
122,3
123,3
145,3
166,3
178,3
192,3
197,3
207,3
209,3
232,3
249,3
256,3
258,3
269,3
270,3
278,3
280,3
287,3
291,3
292,3
303,3
315,3
321,3
327,3
330,3
333,3
334,3
335,3
339,3
341,3
343,3
345,3
352,3
357,3
365,3
369,3
372,3
381,3
384,3
385,3
387,3
388,3
391,3
398,3
404,3
407,3
414,3
418,3
420,3
429,3
439,3
442,3
445,3
454,3
459,3
466,3
467,3
477,3
479,3
496,3
499,3
500,3
502,3
504,3
518,3
524,3
534,3
539,3
540,3
542,3
552,3
570,3
571,3
572,3
574,3
579,3
584,3
585,3
588,3
593,3
607,3
608,3
613,3
615,3
621,3
624,3
629,3
645,3
646,3
652,3
656,3
657,3
661,3
662,3
675,3
678,3
681,3
683,3
684,3
686,3
688,3
692,3
694,3
697,3
706,3
723,3
734,3
737,3
741,3
749,3
751,3
753,3
754,3
756,3
762,3
765,3
770,3
771,3
775,3
776,3
780,3
781,3
783,3
795,3
805,3
820,3
825,3
852,3
856,3
8,4
24,4
35,4
42,4
43,4
44,4
53,4
61,4
67,4
76,4
78,4
87,4
90,4
92,4
93,4
99,4
103,4
105,4
117,4
125,4
127,4
130,4
133,4
134,4
136,4
151,4
152,4
164,4
165,4
170,4
180,4
184,4
190,4
203,4
217,4
221,4
227,4
241,4
248,4
250,4
254,4
257,4
264,4
272,4
273,4
296,4
300,4
301,4
304,4
313,4
316,4
322,4
328,4
336,4
346,4
347,4
351,4
356,4
359,4
368,4
371,4
373,4
380,4
392,4
394,4
406,4
408,4
412,4
413,4
415,4
417,4
425,4
428,4
430,4
431,4
436,4
437,4
448,4
455,4
468,4
470,4
471,4
472,4
478,4
481,4
484,4
493,4
495,4
498,4
501,4
509,4
513,4
516,4
525,4
548,4
549,4
555,4
556,4
561,4
562,4
566,4
582,4
586,4
589,4
610,4
623,4
631,4
632,4
636,4
653,4
654,4
663,4
666,4
670,4
671,4
679,4
680,4
682,4
696,4
704,4
708,4
714,4
717,4
721,4
724,4
725,4
727,4
738,4
739,4
746,4
755,4
759,4
774,4
778,4
784,4
791,4
793,4
799,4
801,4
808,4
828,4
842,4
844,4
854,4
5,5
26,5
31,5
39,5
49,5
63,5
75,5
77,5
80,5
81,5
83,5
97,5
112,5
118,5
119,5
126,5
129,5
137,5
142,5
157,5
158,5
168,5
